Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
498,0,0,0,0,0,2020,8,2,0,8,20,0,0,0,3.54,3.31,4.98,4.98,44.11,32.21,30.36,36.45,29.74,974.34,-0.61,0.04,9.33,-3.75,0.23,-167.25,"END
"
499,0,0,0,0,0,2020,8,2,0,8,21,0,0,0,3.56,3.29,4.98,4.97,44.39,32.70,30.36,36.45,29.70,974.29,-0.31,-0.15,9.48,-1.85,-0.92,-168.12,"END
"
500,0,0,0,0,0,2020,8,2,0,8,22,0,0,0,3.58,3.30,4.98,4.98,44.30,32.40,30.38,36.45,29.76,974.43,0.46,0.54,9.75,2.69,3.14,-170.23,"END
"
501,0,0,0,0,0,2020,8,2,0,8,23,0,0,0,3.57,3.29,4.98,4.97,43.20,32.65,30.38,36.46,29.77,974.12,0.08,0.31,9.60,0.46,1.83,-170.09,"END
"
502,0,0,0,0,0,2020,8,2,0,8,24,0,0,0,3.55,3.31,4.98,4.97,44.39,32.36,30.39,36.45,29.80,974.13,0.31,0.04,9.87,1.78,0.22,-170.45,"END
"
503,0,0,0,0,0,2020,8,2,0,8,25,0,0,0,3.57,3.30,4.98,4.98,43.72,32.42,30.40,36.48,29.79,973.98,0.15,0.19,9.64,0.91,1.14,-166.80,"END
"
504,0,0,0,0,0,2020,8,2,0,8,26,0,0,0,3.57,3.30,4.98,4.97,44.30,32.42,30.40,36.48,29.74,974.19,0.31,0.19,9.68,1.81,1.13,-168.24,"END
"
505,0,0,0,0,0,2020,8,2,0,8,27,0,0,0,3.58,3.30,4.98,4.98,43.80,32.66,30.43,36.49,29.75,974.42,0.50,0.23,9.41,3.02,1.40,-169.92,"END
"
506,0,0,0,0,0,2020,8,2,0,8,28,0,0,0,3.57,3.30,4.98,4.97,44.22,32.17,30.43,36.50,29.79,974.36,0.00,0.38,9.83,0.00,2.23,-170.65,"END
"
507,0,0,0,0,0,2020,8,2,0,8,29,0,0,0,3.56,3.30,4.98,4.98,44.23,32.48,30.42,36.52,29.80,974.22,-0.38,-0.11,10.56,-2.07,-0.62,-171.07,"END
"
508,0,0,0,0,0,2020,8,2,0,8,30,0,0,0,3.56,3.30,4.98,4.98,44.18,32.27,30.45,36.52,29.84,974.55,-1.15,0.27,9.03,-7.24,1.69,-172.74,"END
"
509,0,0,0,0,0,2020,8,2,0,8,31,0,0,0,3.57,3.30,4.98,4.97,43.98,33.52,30.46,36.52,29.80,974.47,-0.73,0.15,9.37,-4.43,0.93,-172.63,"END
"
510,0,0,0,0,0,2020,8,2,0,8,32,0,0,0,3.56,3.30,4.98,4.95,44.09,32.29,30.47,36.51,29.83,974.39,-1.07,0.54,9.48,-6.43,3.21,-172.99,"END
"
511,0,0,0,0,0,2020,8,2,0,8,33,0,0,0,3.56,3.30,4.98,4.98,43.85,32.20,30.49,36.52,29.84,974.37,-0.92,0.69,9.83,-5.32,3.99,-173.33,"END
"
512,0,0,0,0,0,2020,8,2,0,8,34,0,0,0,3.56,3.30,4.98,4.97,44.27,32.27,30.49,36.53,29.85,974.49,-0.76,0.23,9.37,-4.67,1.40,-171.93,"END
"
513,0,0,0,0,0,2020,8,2,0,8,35,0,0,0,3.58,3.30,4.99,4.97,43.60,32.92,30.50,36.57,29.90,974.39,-0.08,0.69,9.56,-0.46,4.12,-173.70,"END
"
514,0,0,0,0,0,2020,8,2,0,8,36,0,0,0,3.56,3.30,4.98,4.98,41.46,32.33,30.54,36.55,29.92,974.39,0.08,0.69,9.71,0.45,4.05,-176.38,"END
"
515,0,0,0,0,0,2020,8,2,0,8,37,0,0,0,3.58,3.30,4.98,4.98,44.31,32.78,30.55,36.59,29.88,974.56,0.54,0.88,9.79,3.12,5.13,-178.87,"END
"
516,0,0,0,0,0,2020,8,2,0,8,38,0,0,0,3.54,3.30,4.98,4.98,44.44,32.21,30.56,36.57,29.87,974.53,1.03,0.84,9.64,6.09,4.96,-177.25,"END
"
517,0,0,0,0,0,2020,8,2,0,8,39,0,0,0,3.57,3.29,4.98,4.97,43.52,32.43,30.57,36.59,29.91,974.44,0.08,0.76,9.68,0.45,4.52,-171.59,"END
"
518,0,0,0,0,0,2020,8,2,0,8,40,0,0,0,3.58,3.30,4.97,4.98,44.50,32.07,30.58,36.58,29.91,974.35,-0.73,0.61,9.33,-4.44,3.74,-171.31,"END
"
519,0,0,0,0,0,2020,8,2,0,8,41,0,0,0,3.56,3.30,4.98,4.94,43.90,32.55,30.59,36.59,29.92,974.36,0.00,0.61,9.64,0.00,3.63,-173.25,"END
"
520,0,0,0,0,0,2020,8,2,0,8,42,0,0,0,3.52,3.30,4.98,4.97,44.30,32.28,30.58,36.62,29.95,974.42,-0.04,0.57,9.52,-0.23,3.45,-172.55,"END
"
521,0,0,0,0,0,2020,8,2,0,8,43,0,0,0,3.57,3.29,4.98,4.98,44.32,32.38,30.62,36.62,29.98,974.44,0.08,0.57,9.45,0.46,3.48,-173.47,"END
"
522,0,0,0,0,0,2020,8,2,0,8,44,0,0,0,3.56,3.30,4.98,4.97,44.10,32.20,30.63,36.61,30.02,974.42,0.00,0.65,9.41,0.00,3.95,-172.71,"END
"
523,0,0,0,0,0,2020,8,2,0,8,45,0,0,0,3.58,3.29,4.98,4.93,44.63,32.65,30.64,36.60,30.02,974.46,0.04,0.65,9.56,0.23,3.89,-173.28,"END
"
524,0,0,0,0,0,2020,8,2,0,8,46,0,0,0,3.57,3.30,4.98,4.97,44.68,32.80,30.66,36.63,29.98,974.56,0.15,0.65,9.56,0.91,3.89,-173.76,"END
"
525,0,0,0,0,0,2020,8,2,0,8,47,0,0,0,3.57,3.29,4.98,4.98,44.80,33.17,30.66,36.66,30.00,974.32,0.04,0.65,9.52,0.23,3.91,-172.27,"END
"
526,0,0,0,0,0,2020,8,2,0,8,48,0,0,0,3.57,3.30,4.98,4.97,44.42,32.18,30.65,36.66,30.00,973.95,0.08,0.61,9.87,0.44,3.55,-172.22,"END
"
527,0,0,0,0,0,2020,8,2,0,8,49,0,0,0,3.58,3.30,4.98,4.98,43.94,32.55,30.68,36.63,30.02,974.15,0.15,0.50,9.87,0.89,2.88,-174.62,"END
"
528,0,0,0,0,0,2020,8,2,0,8,50,0,0,0,3.56,3.30,4.97,4.97,44.40,32.53,30.69,36.63,30.02,973.99,0.65,-0.38,6.69,5.54,-3.26,-170.19,"END
"
529,0,0,0,0,0,2020,8,2,0,8,51,0,0,0,3.50,3.30,4.99,4.97,44.50,32.86,30.68,36.69,30.02,974.21,-0.84,-0.42,9.48,-5.06,-2.53,-170.60,"END
"
530,0,0,0,0,0,2020,8,2,0,8,52,0,0,0,3.57,3.30,4.98,4.98,44.19,32.47,30.67,36.69,30.00,974.43,-1.45,-0.19,9.33,-8.85,-1.16,-171.35,"END
"
531,0,0,0,0,0,2020,8,2,0,8,53,0,0,0,3.57,3.29,4.98,4.98,44.82,33.27,30.68,36.69,29.99,974.36,-1.91,-0.42,9.29,-11.62,-2.54,-171.07,"END
"
532,0,0,0,0,0,2020,8,2,0,8,54,0,0,0,3.57,3.30,4.98,4.94,44.33,32.43,30.68,36.69,30.03,974.37,-2.37,-0.27,9.33,-14.25,-1.59,-170.62,"END
"
533,0,0,0,0,0,2020,8,2,0,8,55,0,0,0,3.51,3.30,4.98,4.98,44.50,32.69,30.70,36.67,30.07,974.46,-2.07,-0.38,9.48,-12.27,-2.26,-170.77,"END
"
534,0,0,0,0,0,2020,8,2,0,8,56,0,0,0,3.57,3.30,4.98,4.98,44.60,32.34,30.69,36.73,30.08,974.37,-1.95,-0.34,9.29,-11.85,-2.08,-170.45,"END
"
535,0,0,0,0,0,2020,8,2,0,8,57,0,0,0,3.57,3.30,4.98,4.98,44.25,32.50,30.72,36.73,30.02,974.39,-2.10,-0.08,9.60,-12.36,-0.45,-171.06,"END
"
536,0,0,0,0,0,2020,8,2,0,8,58,0,0,0,3.56,3.30,4.97,4.96,44.70,32.58,30.72,36.70,30.08,974.32,-2.37,-0.11,9.41,-14.14,-0.68,-170.76,"END
"
537,0,0,0,0,0,2020,8,2,0,8,59,0,0,0,3.58,3.30,4.98,4.98,44.54,33.33,30.72,36.73,30.08,974.40,-2.45,-0.42,9.22,-14.86,-2.53,-171.06,"END
"
538,0,0,0,0,0,2020,8,2,0,9,0,0,0,0,3.56,3.30,4.98,4.97,44.58,32.47,30.72,36.74,30.10,974.46,-2.87,-0.23,9.60,-16.63,-1.31,-169.72,"END
"
539,0,0,0,0,0,2020,8,2,0,9,1,0,0,0,3.57,3.29,4.98,4.97,45.23,33.33,30.71,36.77,30.05,974.12,-2.56,-0.50,8.91,-16.02,-3.07,-170.33,"END
"
540,0,0,0,0,0,2020,8,2,0,9,2,0,0,0,3.57,3.30,4.97,4.98,44.52,33.68,30.74,36.77,30.08,974.37,-2.49,-0.38,9.22,-15.08,-2.29,-169.93,"END
"
541,0,0,0,0,0,2020,8,2,0,9,3,0,0,0,3.58,3.29,4.98,4.97,44.88,33.32,30.74,36.77,30.09,974.41,-2.45,-0.38,9.26,-14.80,-2.29,-170.70,"END
"
542,0,0,0,0,0,2020,8,2,0,9,4,0,0,0,3.52,3.30,4.98,4.98,44.82,32.49,30.74,36.77,30.12,974.22,-2.45,-0.42,9.37,-14.63,-2.49,-170.24,"END
"
543,0,0,0,0,0,2020,8,2,0,9,5,0,0,0,3.58,3.29,4.98,4.98,44.46,32.95,30.75,36.77,30.08,974.38,-2.45,-0.38,9.33,-14.69,-2.27,-170.85,"END
"
544,0,0,0,0,0,2020,8,2,0,9,6,0,0,0,3.56,3.30,4.98,4.98,44.62,32.04,30.76,36.76,30.10,974.38,-2.37,-0.38,9.33,-14.25,-2.27,-170.74,"END
"
545,0,0,0,0,0,2020,8,2,0,9,7,0,0,0,3.58,3.29,4.98,4.94,43.97,33.79,30.77,36.78,30.08,974.43,-2.29,-0.34,9.45,-13.64,-2.03,-170.60,"END
"
546,0,0,0,0,0,2020,8,2,0,9,8,0,0,0,3.54,3.31,4.98,4.97,44.64,32.70,30.78,36.80,30.12,974.33,-2.14,-0.46,9.14,-13.17,-2.80,-170.88,"END
"
547,0,0,0,0,0,2020,8,2,0,9,9,0,0,0,3.56,3.29,4.98,4.97,44.69,32.73,30.79,36.77,30.12,974.57,-2.22,-0.34,9.41,-13.26,-2.04,-169.99,"END
"
548,0,0,0,0,0,2020,8,2,0,9,10,0,0,0,3.56,3.30,4.98,4.97,45.04,32.45,30.79,36.80,30.13,974.41,-2.29,-0.46,9.33,-13.80,-2.73,-170.42,"END
"
549,0,0,0,0,0,2020,8,2,0,9,11,0,0,0,3.57,3.30,4.98,4.98,44.19,32.96,30.76,36.80,30.15,974.40,-2.07,-0.38,9.14,-12.72,-2.34,-170.38,"END
"
550,0,0,0,0,0,2020,8,2,0,9,12,0,0,0,3.57,3.30,4.98,4.98,44.74,32.63,30.78,36.81,30.14,974.48,-2.33,-0.46,9.71,-13.49,-2.63,-170.20,"END
"
551,0,0,0,0,0,2020,8,2,0,9,13,0,0,0,3.57,3.29,4.98,4.98,44.49,33.11,30.79,36.83,30.13,974.42,-2.33,-0.54,9.22,-14.18,-3.22,-170.10,"END
"
552,0,0,0,0,0,2020,8,2,0,9,14,0,0,0,3.57,3.30,4.98,4.98,44.47,32.88,30.80,36.81,30.20,974.15,-2.26,-0.38,9.48,-13.37,-2.25,-170.22,"END
"
553,0,0,0,0,0,2020,8,2,0,9,15,0,0,0,3.57,3.29,4.98,4.98,45.30,33.46,30.80,36.84,30.16,974.40,-2.22,-0.42,9.33,-13.36,-2.51,-170.84,"END
"
554,0,0,0,0,0,2020,8,2,0,9,16,0,0,0,3.57,3.30,4.98,4.96,44.33,32.75,30.82,36.85,30.16,974.41,-2.22,-0.42,9.41,-13.25,-2.49,-170.84,"END
"
555,0,0,0,0,0,2020,8,2,0,9,17,0,0,0,3.53,3.30,4.98,4.98,44.26,32.36,30.84,36.83,30.19,974.31,-2.10,-0.38,9.41,-12.59,-2.27,-170.52,"END
"
556,0,0,0,0,0,2020,8,2,0,9,18,0,0,0,3.56,3.30,4.98,4.97,44.73,32.31,30.84,36.88,30.23,974.41,-2.18,-0.42,9.10,-13.45,-2.57,-170.67,"END
"
557,0,0,0,0,0,2020,8,2,0,9,19,0,0,0,3.57,3.30,4.98,4.98,44.45,33.33,30.84,36.87,30.20,974.38,-2.14,-0.38,9.41,-12.81,-2.27,-170.98,"END
"
558,0,0,0,0,0,2020,8,2,0,9,20,0,0,0,3.57,3.30,4.98,4.97,45.11,32.62,30.85,36.89,30.26,974.38,-1.99,-0.42,9.41,-11.92,-2.51,-170.33,"END
"
559,0,0,0,0,0,2020,8,2,0,9,21,0,0,0,3.57,3.30,4.98,4.98,44.87,32.93,30.85,36.86,30.20,974.36,-2.03,-0.42,9.68,-11.82,-2.44,-170.88,"END
"
560,0,0,0,0,0,2020,8,2,0,9,22,0,0,0,3.55,3.30,4.98,4.97,44.60,32.26,30.87,36.87,30.22,974.53,-2.14,-0.34,9.22,-13.07,-2.08,-169.64,"END
"
561,0,0,0,0,0,2020,8,2,0,9,23,0,0,0,3.58,3.30,4.98,4.98,45.13,32.88,30.87,36.91,30.21,974.43,-1.91,-0.46,9.48,-11.39,-2.72,-170.71,"END
"
562,0,0,0,0,0,2020,8,2,0,9,24,0,0,0,3.57,3.30,4.98,4.97,45.80,32.34,30.87,36.90,30.21,974.36,-1.99,-0.42,9.37,-11.97,-2.51,-170.41,"END
"
563,0,0,0,0,0,2020,8,2,0,9,25,0,0,0,3.57,3.29,4.98,4.95,44.28,33.62,30.87,36.90,30.22,974.45,-2.64,-0.08,10.40,-14.23,-0.41,-172.64,"END
"
564,0,0,0,0,0,2020,8,2,0,9,26,0,0,0,3.53,3.30,4.98,4.97,44.86,32.58,30.88,36.91,30.18,974.29,-1.45,-3.82,7.04,-10.28,-28.02,-169.28,"END
"
565,0,0,0,0,0,2020,8,2,0,9,27,0,0,0,3.57,3.29,4.98,4.98,44.32,32.96,30.87,36.93,30.24,974.56,-5.55,-0.96,6.27,-41.16,-6.52,-169.09,"END
"
566,0,0,0,0,0,2020,8,2,0,9,28,0,0,0,3.57,3.30,4.98,4.98,44.74,33.42,30.85,36.91,30.22,974.36,-5.28,-0.92,7.88,-33.64,-5.53,-171.61,"END
"
567,0,0,0,0,0,2020,8,2,0,9,29,0,0,0,3.58,3.29,4.98,4.91,44.66,33.69,30.87,36.96,30.23,974.38,-4.32,0.11,8.80,-26.16,0.67,-176.90,"END
"
568,0,0,0,0,0,2020,8,2,0,9,30,0,0,0,3.56,3.30,4.98,4.97,44.84,33.09,30.87,36.91,30.23,974.40,0.96,-3.60,8.91,5.68,-21.86,-166.51,"END
"
569,0,0,0,0,0,2020,8,2,0,9,31,0,0,0,3.57,3.30,4.98,4.98,45.25,33.17,30.87,36.91,30.22,974.42,-2.14,-0.27,9.45,-12.77,-1.58,-176.48,"END
"
570,0,0,0,0,0,2020,8,2,0,9,32,0,0,0,3.56,3.30,4.98,4.97,44.74,32.74,30.88,36.95,30.27,974.46,-2.49,0.15,9.22,-15.09,0.92,-178.67,"END
"
571,0,0,0,0,0,2020,8,2,0,9,33,0,0,0,3.56,3.29,4.98,4.97,44.46,32.20,30.89,36.93,30.24,974.35,-2.52,-0.11,9.48,-14.90,-0.67,-179.17,"END
"
572,0,0,0,0,0,2020,8,2,0,9,34,0,0,0,3.57,3.31,4.98,4.97,44.74,32.79,30.92,36.95,30.27,974.36,-2.56,0.11,9.37,-15.29,0.68,-179.21,"END
"
573,0,0,0,0,0,2020,8,2,0,9,35,0,0,0,3.52,3.30,4.98,4.98,44.83,33.58,30.94,36.98,30.23,974.34,-2.49,0.08,9.26,-15.03,0.46,-178.38,"END
"
574,0,0,0,0,0,2020,8,2,0,9,36,0,0,0,3.57,3.30,4.98,4.98,44.88,32.46,30.93,36.95,30.31,974.38,-2.64,0.11,9.22,-15.98,0.69,-179.20,"END
"
575,0,0,0,0,0,2020,8,2,0,9,37,0,0,0,3.57,3.29,4.98,4.97,44.69,32.96,30.94,36.97,30.28,974.54,-2.52,0.00,9.26,-15.26,0.00,-179.49,"END
"
576,0,0,0,0,0,2020,8,2,0,9,38,0,0,0,3.56,3.30,4.98,4.94,44.74,32.75,30.94,37.02,30.30,974.32,-2.52,0.08,9.64,-14.68,0.44,-179.68,"END
"
577,0,0,0,0,0,2020,8,2,0,9,39,0,0,0,3.49,3.29,4.98,4.97,44.56,32.92,30.96,36.99,30.30,974.37,-2.72,-0.11,9.52,-15.91,-0.66,-176.36,"END
"
578,0,0,0,0,0,2020,8,2,0,9,40,0,0,0,3.57,3.30,4.98,4.97,44.86,32.85,30.94,37.00,30.32,974.37,-1.26,0.42,9.29,-7.73,2.57,-176.06,"END
"
579,0,0,0,0,0,2020,8,2,0,9,41,0,0,0,3.57,3.29,4.98,4.98,44.86,33.33,30.96,37.02,30.27,974.42,-0.96,-0.23,10.21,-5.35,-1.28,-175.53,"END
"
580,0,0,0,0,0,2020,8,2,0,9,42,0,0,0,3.57,3.30,4.98,4.94,43.79,32.72,30.96,37.00,30.29,974.33,-1.64,-0.61,8.53,-10.89,-4.03,-166.88,"END
"
581,0,0,0,0,0,2020,8,2,0,9,43,0,0,0,3.57,3.29,4.98,4.98,44.68,32.90,30.96,37.01,30.29,974.42,-1.30,-0.19,9.48,-7.80,-1.14,-169.89,"END
"
582,0,0,0,0,0,2020,8,2,0,9,44,0,0,0,3.57,3.30,4.98,4.97,44.65,32.45,30.97,37.03,30.32,974.34,-5.81,-1.30,6.85,-39.84,-8.24,-164.28,"END
"
583,0,0,0,0,0,2020,8,2,0,9,45,0,0,0,3.57,3.29,4.98,4.98,44.81,33.40,30.97,37.04,30.34,974.33,-6.73,-0.50,6.58,-45.58,-3.02,-165.14,"END
"
584,0,0,0,0,0,2020,8,2,0,9,46,0,0,0,3.57,3.30,4.98,4.97,44.92,32.65,30.97,37.05,30.29,974.31,-4.70,0.88,9.18,-27.03,4.87,-176.31,"END
"
585,0,0,0,0,0,2020,8,2,0,9,47,0,0,0,3.58,3.30,4.98,4.97,44.49,32.84,30.96,37.05,30.37,974.35,-0.46,0.38,10.75,-2.44,2.04,170.90,"END
"
586,0,0,0,0,0,2020,8,2,0,9,48,0,0,0,3.51,3.30,4.98,4.98,45.01,32.63,30.97,37.06,30.34,974.34,-0.96,1.76,9.79,-5.49,10.14,169.50,"END
"
587,0,0,0,0,0,2020,8,2,0,9,49,0,0,0,3.56,3.30,4.98,4.98,44.50,32.78,30.98,37.08,30.30,974.37,1.80,-0.15,8.53,11.90,-1.01,169.56,"END
"
588,0,0,0,0,0,2020,8,2,0,9,50,0,0,0,3.57,3.30,4.98,4.97,44.74,32.32,30.97,37.10,30.33,974.20,0.69,0.92,12.54,3.13,4.18,169.02,"END
"
589,0,0,0,0,0,2020,8,2,0,9,51,0,0,0,3.57,3.29,4.98,4.93,44.67,33.64,30.98,37.09,30.34,974.33,1.22,-1.61,7.69,8.86,-11.66,178.07,"END
"
590,0,0,0,0,0,2020,8,2,0,9,52,0,0,0,3.52,3.30,4.98,4.98,45.02,32.88,31.00,37.14,30.34,974.37,1.11,2.94,10.25,5.94,15.94,164.44,"END
"
591,0,0,0,0,0,2020,8,2,0,9,53,0,0,0,3.55,3.29,4.98,4.98,45.46,32.68,30.99,37.14,30.32,974.25,1.38,1.38,9.37,8.27,8.27,167.10,"END
"
592,0,0,0,0,0,2020,8,2,0,9,54,0,0,0,3.57,3.30,4.98,4.98,44.81,32.72,31.00,37.11,30.38,974.46,2.45,0.42,9.14,14.98,2.55,170.54,"END
"
593,0,0,0,0,0,2020,8,2,0,9,55,0,0,0,3.57,3.29,4.98,4.97,44.36,33.70,31.00,37.16,30.35,974.38,2.79,0.42,9.52,16.32,2.43,170.94,"END
"
594,0,0,0,0,0,2020,8,2,0,9,56,0,0,0,3.57,3.30,4.98,4.98,45.30,32.86,31.01,37.16,30.39,974.52,4.47,1.76,7.99,28.67,10.87,164.33,"END
"
595,0,0,0,0,0,2020,8,2,0,9,57,0,0,0,3.57,3.30,4.98,4.98,44.67,33.14,30.99,37.13,30.34,974.38,9.33,1.61,-0.96,78.67,9.72,19.10,"END
"
596,0,0,0,0,0,2020,8,2,0,9,58,0,0,0,3.56,3.30,4.98,4.98,44.85,32.48,31.00,37.19,30.35,974.24,7.84,-0.57,5.43,55.14,-3.44,-172.91,"END
"
597,0,0,0,0,0,2020,8,2,0,9,59,0,0,0,3.57,3.30,4.98,4.98,43.57,33.77,31.00,37.18,30.31,974.43,5.20,0.42,-7.04,36.42,2.75,-103.73,"END
"
598,0,0,0,0,0,2020,8,2,0,10,0,0,0,0,3.57,3.30,4.98,4.95,44.84,32.59,30.98,37.20,30.34,974.51,6.50,7.46,-5.66,34.78,40.86,120.18,"END
"
599,0,0,0,0,0,2020,8,2,0,10,1,0,0,0,3.52,3.30,4.98,4.98,44.91,34.24,30.97,37.20,30.31,974.43,8.45,5.81,2.60,53.00,33.32,108.02,"END
"
600,0,0,0,0,0,2020,8,2,0,10,2,0,0,0,3.57,3.30,4.98,4.98,45.30,32.59,30.96,37.21,30.36,974.36,1.87,2.91,8.03,12.38,19.41,160.07,"END
"
601,0,0,0,0,0,2020,8,2,0,10,3,0,0,0,3.57,3.29,4.98,4.98,45.14,33.20,30.96,37.20,30.31,974.46,0.38,2.33,8.61,2.46,15.15,163.67,"END
"
602,0,0,0,0,0,2020,8,2,0,10,4,0,0,0,3.57,3.30,4.98,4.96,45.96,32.54,30.96,37.19,30.38,974.47,0.34,2.37,9.06,2.10,14.65,164.53,"END
"
603,0,0,0,0,0,2020,8,2,0,10,5,0,0,0,3.57,3.30,4.98,4.97,45.19,33.02,31.00,37.19,30.38,974.27,0.11,1.07,9.83,0.66,6.22,166.53,"END
"
604,0,0,0,0,0,2020,8,2,0,10,6,0,0,0,3.57,3.30,4.98,4.98,44.69,32.89,31.01,37.22,30.39,974.41,-0.15,1.11,9.52,-0.91,6.64,169.34,"END
"
605,0,0,0,0,0,2020,8,2,0,10,7,0,0,0,3.58,3.29,4.98,4.98,44.95,34.49,31.00,37.19,30.37,974.25,-0.42,0.80,9.71,-2.47,4.72,170.53,"END
"
b'620,0,0,0,0,0,2020,8,2,0,10,22,0,0,0,3.57,3.30,4.98,4.96,45.02,33.19,31.09,37.36,30.46,974.21,0.08,-8.11,5.74,0.44,-54.72,-159.08,END\r\n'
b'621,0,0,0,0,0,2020,8,2,0,10,23,0,0,0,3.51,3.30,4.98,4.98,45.28,32.55,31.11,37.38,30.45,974.31,0.00,-8.03,5.85,0.00,-53.92,-159.31,END\r\n'
b'622,0,0,0,0,0,2020,8,2,0,10,24,0,0,0,3.57,3.30,4.98,4.98,45.05,32.90,31.12,37.38,30.45,974.22,0.84,-3.21,8.03,5.56,-21.69,-166.00,END\r\n'
b'623,0,0,0,0,0,2020,8,2,0,10,25,0,0,0,3.57,3.29,4.98,4.98,43.79,33.18,31.10,37.40,30.45,974.32,0.65,-5.01,7.08,4.29,-35.19,-162.61,END\r\n'
b'624,0,0,0,0,0,2020,8,2,0,10,26,0,0,0,3.57,3.30,4.98,4.94,45.44,33.05,31.12,37.38,30.44,974.47,-0.19,-5.05,7.80,-1.18,-32.90,-160.82,END\r\n'
b'625,0,0,0,0,0,2020,8,2,0,10,27,0,0,0,3.57,3.30,4.98,4.98,45.29,34.08,31.13,37.41,30.45,974.32,-0.31,-3.60,8.87,-1.83,-22.04,-165.79,END\r\n'
b'626,0,0,0,0,0,2020,8,2,0,10,28,0,0,0,3.57,3.30,4.98,4.98,45.36,32.81,31.11,37.41,30.48,974.23,0.50,-4.21,8.49,3.00,-26.32,-163.69,END\r\n'
b'627,0,0,0,0,0,2020,8,2,0,10,29,0,0,0,3.57,3.29,4.98,4.98,44.46,32.76,31.10,37.42,30.49,974.40,0.15,-4.17,8.91,0.89,-25.07,-165.78,END\r\n'
b'628,0,0,0,0,0,2020,8,2,0,10,30,0,0,0,3.57,3.30,4.98,4.98,44.65,33.26,31.13,37.43,30.47,974.49,-0.04,-4.05,9.26,-0.22,-23.65,-166.00,END\r\n'
b'629,0,0,0,0,0,2020,8,2,0,10,31,0,0,0,3.57,3.29,4.98,4.98,44.86,33.26,31.14,37.48,30.50,974.21,-0.11,-3.71,9.75,-0.63,-20.83,-166.89,END\r\n'
b'630,0,0,0,0,0,2020,8,2,0,10,32,0,0,0,3.54,3.30,4.98,4.98,44.89,32.57,31.12,37.48,30.45,974.28,-1.30,-5.05,8.22,-7.68,-31.23,-160.13,END\r\n'
b'631,0,0,0,0,0,2020,8,2,0,10,33,0,0,0,3.57,3.29,4.98,4.98,45.15,32.99,31.14,37.45,30.49,974.40,-0.31,-4.93,8.83,-1.73,-29.17,-160.49,END\r\n'
b'632,0,0,0,0,0,2020,8,2,0,10,34,0,0,0,3.56,3.30,4.98,4.98,44.86,33.84,31.14,37.41,30.51,974.35,0.65,-4.21,4.59,5.96,-42.23,-159.83,END\r\n'
b'633,0,0,0,0,0,2020,8,2,0,10,35,0,0,0,3.57,3.29,4.98,4.94,44.88,33.83,31.13,37.48,30.48,974.34,-0.27,-3.52,9.29,-1.54,-20.73,-163.75,END\r\n'
b'634,0,0,0,0,0,2020,8,2,0,10,36,0,0,0,3.51,3.31,4.98,4.98,45.03,32.88,31.12,37.48,30.46,974.32,-0.76,-3.14,9.22,-4.49,-18.73,-167.92,END\r\n'
b'635,0,0,0,0,0,2020,8,2,0,10,37,0,0,0,3.57,3.30,4.98,4.98,45.08,33.31,31.14,37.48,30.48,974.34,-0.57,-3.71,8.49,-3.54,-23.55,-165.65,END\r\n'
b'636,0,0,0,0,0,2020,8,2,0,10,38,0,0,0,3.56,3.30,4.98,4.98,45.06,32.80,31.16,37.46,30.52,974.34,-0.15,-3.10,9.48,-0.88,-18.09,-172.52,END\r\n'
b'637,0,0,0,0,0,2020,8,2,0,10,39,0,0,0,3.58,3.29,4.98,4.96,44.68,33.40,31.18,37.52,30.50,974.36,1.84,-3.82,7.46,12.35,-26.47,-163.98,END\r\n'
b'638,0,0,0,0,0,2020,8,2,0,10,40,0,0,0,3.58,3.30,4.98,4.98,45.17,32.89,31.17,37.52,30.48,974.21,1.45,-2.14,9.14,8.80,-13.03,-170.11,END\r\n'
b'639,0,0,0,0,0,2020,8,2,0,10,41,0,0,0,3.55,3.29,4.98,4.98,45.84,33.60,31.17,37.52,30.52,974.28,0.76,-2.91,8.34,4.95,-19.15,-168.51,END\r\n'
