Time,Timestamp,Event,Count Rate: cps,Dose rate: Sv/h,Dose Rate Error: %,Dose Rate Alarm,Dose Alarm,Duration of dose accumulation: sec.,Dose: Sv,Temperature,Latitude,Longitude,Comment
2024-11-23 11:05:23.826,133768335238260000,,9.666667,1.4271036E-7,22.7,0,0,,,,,,
2024-11-23 11:05:44.216,133768335442160000,,,,,0,0,32793,1.97E-6,24.2,,,
2024-11-23 11:06:44.216,133768336042160000,,,,,0,0,32853,1.97E-6,24.8,,,
2024-11-23 11:06:59.826,133768336198260000,,10.302083,1.5549723E-7,23.2,0,0,,,,,,
2024-11-23 11:07:44.216,133768336642160000,,,,,0,0,32913,1.97E-6,25.3,,,
2024-11-23 11:08:35.826,133768337158260000,,10.5,1.151886E-7,20.7,0,0,,,,,,
2024-11-23 11:08:44.216,133768337242160000,,,,,0,0,32973,1.97E-6,25.8,,,
2024-11-23 11:09:44.216,133768337842160000,,,,,0,0,33033,1.97E-6,26.3,,,
2024-11-23 11:10:11.826,133768338118260000,,9.1875,9.77122E-8,23.9,0,0,,,,,,
2024-11-23 11:10:44.216,133768338442160000,,,,,0,0,33093,1.98E-6,26.8,,,
2024-11-23 11:11:44.216,133768339042160000,,,,,0,0,33153,1.98E-6,27.1,,,
2024-11-23 11:11:47.826,133768339078260000,,10.15625,1.6931152E-7,22.3,0,0,,,,,,
2024-11-23 11:12:44.216,133768339642160000,,,,,0,0,33213,1.98E-6,27.5,,,
2024-11-23 11:13:23.826,133768340038260000,,9.489583,1.3080343E-7,24.0,0,0,,,,,,
2024-11-23 11:13:44.216,133768340242160000,,,,,0,0,33273,1.98E-6,27.9,,,
2024-11-23 11:14:44.216,133768340842160000,,,,,0,0,33333,1.99E-6,28.3,,,
2024-11-23 11:14:59.826,133768340998260000,,9.854167,1.2192281E-7,23.1,0,0,,,,,,
2024-11-23 11:15:44.216,133768341442160000,,,,,0,0,33393,1.99E-6,28.6,,,
2024-11-23 11:16:35.826,133768341958260000,,10.416667,1.4378865E-7,20.6,0,0,,,,,,
2024-11-23 11:16:44.216,133768342042160000,,,,,0,0,33453,1.99E-6,29.0,,,
2024-11-23 11:17:44.216,133768342642160000,,,,,0,0,33513,1.99E-6,29.3,,,
2024-11-23 11:18:11.826,133768342918260000,,9.864583,1.1450704E-7,21.8,0,0,,,,,,
2024-11-23 11:18:44.216,133768343242160000,,,,,0,0,33573,1.99E-6,29.6,,,
2024-11-23 11:19:44.216,133768343842160000,,,,,0,0,33633,2.0E-6,29.9,,,
2024-11-23 11:19:47.826,133768343878260000,,9.75,1.4611817E-7,23.2,0,0,,,,,,
2024-11-23 11:20:44.216,133768344442160000,,,,,0,0,33693,2.0E-6,30.2,,,
2024-11-23 11:21:23.826,133768344838260000,,9.75,1.15646365E-7,22.6,0,0,,,,,,
2024-11-23 11:21:44.216,133768345042160000,,,,,0,0,33753,2.0E-6,30.4,,,
2024-11-23 11:22:44.216,133768345642160000,,,,,0,0,33813,2.0E-6,30.7,,,
2024-11-23 11:22:59.826,133768345798260000,,9.572917,1.277415E-7,23.7,0,0,,,,,,
2024-11-23 11:23:44.216,133768346242160000,,,,,0,0,33873,2.0100001E-6,30.9,,,
2024-11-23 11:24:35.826,133768346758260000,,9.708333,1.3668314E-7,21.8,0,0,,,,,,
2024-11-23 11:24:44.216,133768346842160000,,,,,0,0,33933,2.0100001E-6,31.2,,,
2024-11-23 11:25:44.216,133768347442160000,,,,,0,0,33993,2.0100001E-6,31.5,,,
2024-11-23 11:26:11.826,133768347718260000,,9.96875,1.3089497E-7,23.9,0,0,,,,,,
2024-11-23 11:26:44.216,133768348042160000,,,,,0,0,34053,2.0100001E-6,31.7,,,
2024-11-23 11:27:44.216,133768348642160000,,,,,0,0,34113,2.0100001E-6,32.0,,,
2024-11-23 11:27:47.826,133768348678260000,,9.3125,1.1190796E-7,23.1,0,0,,,,,,
2024-11-23 11:28:44.216,133768349242160000,,,,,0,0,34173,2.02E-6,32.2,,,
2024-11-23 11:29:23.826,133768349638260000,,10.302083,1.4823914E-7,22.7,0,0,,,,,,
2024-11-23 11:29:44.216,133768349842160000,,,,,0,0,34233,2.02E-6,32.4,,,
2024-11-23 11:30:44.216,133768350442160000,,,,,0,0,34293,2.02E-6,32.6,,,
2024-11-23 11:30:59.826,133768350598260000,,9.364583,1.2888081E-7,20.9,0,0,,,,,,
2024-11-23 11:31:44.216,133768351042160000,,,,,0,0,34353,2.02E-6,32.8,,,
2024-11-23 11:32:35.826,133768351558260000,,9.75,1.0922749E-7,25.3,0,0,,,,,,
2024-11-23 11:32:44.216,133768351642160000,,,,,0,0,34413,2.02E-6,33.0,,,
2024-11-23 11:33:44.216,133768352242160000,,,,,0,0,34473,2.0300001E-6,33.1,,,
2024-11-23 11:33:55.826,133768352358260000,,9.796875,1.3819886E-7,27.7,0,0,,,,,,
2024-11-23 11:34:25.826,133768352658260000,,9.828125,1.3480377E-7,27.7,0,0,,,,,,
2024-11-23 11:34:29.826,133768352698260000,,12.875,1.6549683E-7,52.0,0,0,,,,,,
2024-11-23 11:34:35.826,133768352758260000,,13.625,1.4395143E-7,52.0,0,0,,,,,,
2024-11-23 11:34:55.826,133768352958260000,,17.791666,1.3527425E-7,28.1,0,0,,,,,,
2024-11-23 11:35:06.826,133768353068260000,,19.0,1.6247559E-7,28.1,0,0,,,,,,
2024-11-23 11:35:08.826,133768353088260000,,8.875,1.4036291E-7,22.2,0,0,,,,,,
2024-11-23 11:35:44.216,133768353442160000,,,,,0,0,34593,2.0300001E-6,33.3,,,
2024-11-23 11:36:15.826,133768353758260000,,8.411765,1.0609347E-7,22.2,0,0,,,,,,
2024-11-23 11:38:11.826,133768354918260000,,6.9166665,9.484863E-8,27.4,0,0,,,,,,
2024-11-23 11:38:44.216,133768355242160000,,,,,0,0,34773,2.04E-6,33.4,,,
2024-11-23 11:39:48.815,133768355888150000,,6.4791665,9.3831375E-8,26.8,0,0,,,,,,
